id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8410270,Great Apartment in the Back Bay,33688127,Eytan,,Back Bay,42.3453,-71.08564,Entire home/apt,160,7,1,10/28/2015,0.02,1,0
8422876,In the Heart of Boston! Also,21851356,Gustavo,,Bay Village,42.34881,-71.06813,Private room,99,2,126,05/17/2019,2.83,3,310
8428052,"Beacon Hill, 1 private bedroom",33294128,Philip,,Beacon Hill,42.36066,-71.06673,Private room,195,1,9,08/15/2016,0.24,1,0
8442154,Gem in the City,44448088,Erica,,Roxbury,42.32416,-71.08563,Entire home/apt,130,1,9,07/16/2016,0.23,1,0
8442940,Sunny home in historic district with free parking,3022224,Krishna & Meena,,Charlestown,42.37868,-71.06338,Entire home/apt,149,2,174,05/16/2019,3.92,1,11
8454985,Modern Navy Yard 2BR Apartment,15151322,Jianmin,,Charlestown,42.37663,-71.05238,Entire home/apt,225,2,35,04/16/2019,0.79,1,78
8458210,Large 2 BR | 1BA in the North End,9410008,Jason,,North End,42.36858,-71.05359,Entire home/apt,270,2,174,04/21/2019,3.96,19,275
8469735,Boston Gladstone,40995423,Bonnie,,East Boston,42.38998,-71.00282,Private room,50,30,12,01/16/2019,0.27,3,349
8481291,"Beautiful, airy room in JP",8167936,Siqi,,Jamaica Plain,42.31265,-71.09972,Private room,69,2,10,07/13/2017,0.23,1,0
8482847,Cozy room in great location,11051232,Lucille,,Brighton,42.34483,-71.13673,Private room,65,1,197,05/03/2019,4.47,1,330
8490356,Gorgeous and Bright Victorian home,44581223,Andre,,Hyde Park,42.25162,-71.11465,Private room,75,2,26,12/23/2018,0.59,3,352
8518237,Executive Garden Apartment,44851947,James And Pierre,,Brighton,42.341,-71.15942,Entire home/apt,225,2,163,05/03/2019,3.67,1,127
8523157,Bright & Spacious Private Room & Bath,30240262,Matthew,,Dorchester,42.31507,-71.06343,Private room,85,1,34,05/10/2019,0.89,1,351
8552338,Sunny Room  Allston,17892292,Marlene,,Allston,42.36022,-71.13356,Private room,50,1,27,07/02/2018,0.62,5,33
8552387,Bright Back Bay Brownstone,28880663,Amanda,,Fenway,42.35117,-71.08998,Entire home/apt,225,1,0,,,1,0
8553163,"Boston, Back Bay Condo w/Private Roof Deck",8214532,Rob,,Back Bay,42.34563,-71.08065,Entire home/apt,255,2,90,05/17/2019,3.41,1,287
8566407,"Modern spacious room, pvt bathroom, free parking",21747122,Darren,,Dorchester,42.31173,-71.06103,Private room,100,2,107,11/12/2018,2.41,1,0
8575476,TRUE South End PERFECTION!!!!,22110106,Chris,,South End,42.34387,-71.07417,Entire home/apt,215,1,113,05/09/2019,2.58,10,143
8584276,Furnished Back Bay 345,3521413,Elly,,Back Bay,42.35032,-71.08681,Entire home/apt,235,30,9,04/18/2017,0.21,1,0
8595650,Historical Southend apartment,14535919,Paul,,South End,42.34364,-71.07097,Entire home/apt,175,2,120,05/10/2019,2.72,1,14
8596320,Cozy Room in Hip Local Neighborhood,23412310,Lacey,,South Boston,42.33888,-71.04715,Private room,130,2,40,04/15/2019,0.93,1,221
8607856,Sunny Modern 2BR apt in Boston,31545543,Zack,,Allston,42.34807,-71.13539,Entire home/apt,298,2,0,,,2,0
8624898,no-frills 3BR steps to airport & train,16284736,Jordan,,East Boston,42.37574,-71.0318,Entire home/apt,185,1,273,01/31/2019,6.21,5,96
8634599,"Stunning suite, historic victorian",45402419,Jil,,Jamaica Plain,42.31063,-71.11184,Private room,156,3,34,04/14/2019,0.77,3,349
8645254,"Lovely, Quiet Room",41306542,Becky,,Hyde Park,42.2597,-71.11937,Private room,45,7,9,04/15/2019,0.24,2,260
8703026,"Comfortable, Social-friendly Apt",45686983,Ronnie,,Roxbury,42.3246,-71.098,Shared room,35,1,94,08/16/2017,2.13,1,0
8714682,Private room with Spectacular view,15015493,Sankalp,,Allston,42.35385,-71.1221,Private room,60,1,0,,,1,0
8720718,"Private studio, awesome location!!",45771009,Riyo,,Jamaica Plain,42.31569,-71.10621,Private room,85,1,343,05/11/2019,7.86,2,241
8732121,"Downtown Beacon Hill, Convenient, Comfy Studio#10",22348222,Maverick,,Beacon Hill,42.36071,-71.06422,Entire home/apt,150,3,117,04/29/2019,2.72,55,290
8734707,Brownstone Cozy Penthouse Private Bath Suite by T,45824409,Celia,,Roxbury,42.32974,-71.09185,Private room,90,4,109,05/05/2019,2.5,3,43
8735827,Brownstone Serene Guest BR/Bath Treetop Views by T,45824409,Celia,,Roxbury,42.32945,-71.09309,Private room,84,4,82,04/26/2019,1.9,3,66
8747720,"1 Bedroom Apt Beacon Hill, Boston",15892865,Mike,,Beacon Hill,42.3584,-71.07022,Entire home/apt,225,1,6,07/25/2016,0.14,1,0
8774554,Historic Charlestown|Quaint Roomy|2BR 1BA,814298,Brent,,Charlestown,42.37465,-71.05908,Entire home/apt,300,2,21,04/09/2019,0.65,89,26
8774600,Private Bedroom & Bath @Kendall/MIT,28749942,Renata,,West End,42.36241,-71.07017,Private room,99,1,121,05/16/2019,2.77,11,83
8775096,"1 bedroom with desk and internet access, if you have you own laptop",46000423,Silvia,,Dorchester,42.28722,-71.06052,Private room,75,2,1,09/01/2018,0.11,1,364
8801250,Cute & Comfy in JP!,19280995,Kaitlin,,Jamaica Plain,42.31162,-71.10385,Private room,56,1,39,05/03/2019,0.95,3,52
8813451,Beautiful 3BR Boston Location!,4962900,Stay Alfred,,West End,42.36385,-71.0647,Entire home/apt,999,2,39,04/07/2019,0.9,43,92
8814039,In The Heart of Boston!!,4962900,Stay Alfred,,West End,42.36379,-71.06401,Entire home/apt,999,2,11,03/05/2019,0.27,43,69
8814215,Fantastic Downtown Boston Apt!,4962900,Stay Alfred,,Downtown,42.36249,-71.06271,Entire home/apt,999,2,23,05/01/2019,0.54,43,78
8814479,Beautiful 2BR Downtown Boston!,4962900,Stay Alfred,,West End,42.36271,-71.06547,Entire home/apt,999,2,15,03/07/2019,0.35,43,82
8815738,Owner's Art Filled Classic Brownstone Apt,45824409,Celia,,Roxbury,42.32757,-71.09211,Private room,300,3,0,,,3,34
8830015,"Downtown, Modern 2bd APT",22591136,Hasan Oguz,,Chinatown,42.35055,-71.06169,Entire home/apt,294,2,174,04/28/2019,4.03,7,284
8859689,Spacious Boston 2 BR Apt near train and airport #3,44617326,Caroline,,East Boston,42.37575,-71.02989,Entire home/apt,250,1,58,04/21/2019,1.37,3,286
8879352,Converted Loft Studio in Jamaica Plain,5138852,Won,,Jamaica Plain,42.3232,-71.10844,Entire home/apt,100,7,0,,,1,0
8884103,Cozy Beacon Hill Room,46486589,Caroline,,Beacon Hill,42.36048,-71.06417,Private room,75,1,0,,,1,0
8904297,Cozy Double Times II,46575567,Sandy,,Mattapan,42.2709,-71.07875,Private room,70,2,47,04/15/2019,1.28,3,359
8904546,City Suite,46575567,Sandy,,Mattapan,42.27043,-71.07947,Private room,90,2,0,,,3,322
8904656,Fireplace Haven,46575567,Sandy,,Mattapan,42.27204,-71.07757,Private room,65,2,26,05/12/2019,1.23,3,288
8908145,"Elegant, spacious boudoir with fireplace.",45402419,Jil,,Jamaica Plain,42.31026,-71.11257,Private room,155,3,13,04/17/2019,0.35,3,349
8923817,"Elegant studio,kitchn, soaking tub",45402419,Jil,,Jamaica Plain,42.30907,-71.11254,Entire home/apt,145,4,24,10/21/2018,0.55,3,259
8924562,Center of The City - Entire Apartment,1474891,Oliver,,Chinatown,42.35198,-71.06112,Entire home/apt,69,2,129,05/16/2019,4.21,1,32
8934599,Renovated 3 Bed House Near Harvard!,26956083,YSI Ventures LLC,,Brighton,42.3593,-71.1402,Entire home/apt,99,4,32,04/15/2019,0.87,8,0
8947232,Convenient Room Near T!,16186589,Marie,,Dorchester,42.28959,-71.06829,Private room,60,30,12,04/30/2019,0.28,25,267
8970393,Location! Parking/Patio/Brownstone!,14438532,Ana & Ryan,,South End,42.34211,-71.0794,Entire home/apt,150,2,8,09/20/2016,0.18,1,0
8983081,*Massage Chair *Spa Steam Shower *Modern Kitchen,26704689,Mac,,Brighton,42.34612,-71.15188,Entire home/apt,500,3,2,05/25/2016,0.05,13,281
9013631,Minion 3? Tourist*Downtown/Convention/Beach 287C,26704689,Mac,,South Boston,42.33178,-71.05236,Entire home/apt,139,2,116,05/01/2019,3.27,13,138
9018434,Warm & Cozy Home for Your Stay!,15583990,Natalia,,Dorchester,42.28921,-71.06269,Entire home/apt,249,2,7,05/25/2018,0.17,6,257
9040476,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34504,-71.10009,Entire home/apt,298,3,1,11/14/2016,0.03,117,225
9041513,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34322,-71.10008,Entire home/apt,213,3,1,10/09/2016,0.03,117,225
9047646,Convenient 1 Bedroom Apartment,47208651,Abdul,,Dorchester,42.318,-71.04021,Entire home/apt,100,14,1,10/26/2015,0.02,1,0
9057435,3 BR Apartment with Kitchenette,47251069,David,,Jamaica Plain,42.31434,-71.11641,Entire home/apt,319,2,31,10/22/2018,0.73,1,312
9078998,Studio on Charles St. in Beacon Hil,9240628,Patrick,,Beacon Hill,42.35867,-71.07008,Entire home/apt,150,5,12,07/31/2017,0.31,1,0
9094794,Beautiful Condo - Centrally Located,47418276,Mike,,South End,42.3383,-71.07794,Entire home/apt,250,2,2,04/13/2016,0.05,1,0
9109401,**New** Boston Victorian 3BR Condo,47477850,Tony,,Allston,42.35287,-71.13934,Entire home/apt,325,2,45,08/31/2018,1.06,1,7
9110588,Peaceful Room in Comfy JP Home,47482159,Julie,,Jamaica Plain,42.29871,-71.11251,Private room,25,1,2,11/14/2015,0.05,1,0
9110708,Cozy & sunny apartment BU/Allston,32018716,Linh,,Allston,42.35317,-71.12556,Entire home/apt,109,7,0,,,1,0
9114896,"Private floor w/ 2BR, 1B, 1LR",43777733,Marc,,Brighton,42.35389,-71.15954,Entire home/apt,60,28,55,03/29/2019,1.3,1,276
9130532,"Centrally located, cozy studio",47559181,Reitumetse,,Fenway,42.34753,-71.10353,Entire home/apt,110,1,2,03/15/2016,0.05,1,0
9133440,"Lux 1 Bedroom in Chinatown w/WiFi, Gym",9419684,Mike,,Chinatown,42.3493,-71.06133,Entire home/apt,259,10,0,,,117,184
9133627,Comfy Beacon Hill Studio Great for Work Travel #4,22348222,Maverick,,Beacon Hill,42.35989,-71.06436,Entire home/apt,150,2,93,05/08/2019,3,55,254
9145242,"Nice room steps to Airport & T Subway
5m to Center",41542719,Ivan,,East Boston,42.3763,-71.03299,Private room,53,1,239,05/17/2019,5.57,5,26
9148781,Top Spot,5430185,Laura,,South End,42.3419,-71.07379,Entire home/apt,160,90,13,08/18/2018,0.3,7,238
9166393,Spacious room close to T-Station,20224115,Ricardo,,Roxbury,42.32585,-71.09637,Private room,60,1,1,11/16/2015,0.02,1,0
9169272,Spacious one bedroom in Beacon Hill,47719377,Erin,,Beacon Hill,42.35964,-71.06552,Entire home/apt,130,1,1,11/15/2015,0.02,1,0
9180947,❤️Prime Back Bay Location. Elegant Studio. Walk!,47618394,Liesl,,Back Bay,42.35491,-71.07643,Entire home/apt,209,2,259,05/03/2019,6.03,2,53
9197535,Spacious room in back bay,33311329,Leah,,South End,42.3456,-71.07571,Private room,100,1,4,02/08/2019,0.09,1,0
9204094,Cozy Room for summer sublet in Boston,47872417,Tyler Cheng-Tau,,Jamaica Plain,42.3104,-71.11498,Private room,60,20,0,,,1,33
9216838,"Big, Bright, and Spacious Bedroom",47928798,Jessica,,Allston,42.35437,-71.12692,Private room,37,1,11,02/25/2018,0.27,1,0
9218312,"Arboretum retreat with AC, private bath, entrance.",47935411,Jone,,Roslindale,42.28907,-71.12823,Private room,85,2,118,04/22/2019,2.88,1,110
9231486,Large 2 BR|2 BA + Patio in Back Bay,9410008,Jason,,Back Bay,42.35015,-71.09115,Entire home/apt,300,2,126,04/27/2019,2.97,19,301
9238963,"Large, open studio in the Back Bay",22779296,Jillian,,Back Bay,42.35225,-71.0811,Entire home/apt,110,2,2,05/18/2016,0.05,1,0
9259184,Luxury 2brm/2bath apt in North End,2006852,Jay,,North End,42.36517,-71.05694,Entire home/apt,162,1,239,05/04/2019,5.62,9,219
9261381,Modern 1  BR Appt Downtown Boston,47670141,Sanya,,Chinatown,42.35103,-71.06279,Entire home/apt,225,1,0,,,1,0
9275838,Spacious Studio 1 min walk to Metro,48173594,Shihao,,Mission Hill,42.33455,-71.10249,Entire home/apt,98,14,3,03/19/2016,0.07,1,0
9292118,Beautiful 2BD / 1 BA - 1st Floor,2935501,John,,West Roxbury,42.27782,-71.16212,Entire home/apt,120,2,130,05/09/2019,3.07,3,26
9301075,Double in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.27738,-71.14357,Private room,50,1,53,05/03/2019,1.25,3,4
9312062,Sunny 1 Bedroom nice neighborhood,33785390,Nancy,,Jamaica Plain,42.28762,-71.11388,Private room,65,1,4,10/03/2018,0.22,2,0
9327506,Luxury in Back Bay / South End,19642206,Spencer,,Back Bay,42.3452,-71.07951,Entire home/apt,450,5,1,05/29/2016,0.03,1,0
9331460,Spacious North End pvt bed/bath,3925363,Sanchit,,North End,42.36153,-71.05373,Private room,103,2,2,12/13/2015,0.05,1,0
9332643,Great space in a great location,5911459,Edan,,Dorchester,42.31766,-71.05346,Private room,100,1,0,,,1,0
9340410,Two rooms in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.27701,-71.14533,Private room,100,1,110,05/04/2019,2.93,3,4
9343915,The Copley Garrison One Bedroom Suite,48494513,Inn Boston,,Back Bay,42.34547,-71.07881,Entire home/apt,185,2,8,11/05/2018,0.22,36,146
9344096,Spacious 3BR in Historic North End,14737770,Katharine,,North End,42.36543,-71.05219,Entire home/apt,175,2,3,01/02/2016,0.07,1,0
9346513,Superb 1BR Back Bay Condo,28358624,Len,,Back Bay,42.35329,-71.07697,Entire home/apt,175,2,27,05/02/2019,0.72,1,340
9349614,"Sunny, Family-Friendly Apartment",3900945,Emily And Carl,,Jamaica Plain,42.3064,-71.10594,Entire home/apt,150,1,1,04/22/2016,0.03,2,0
9349646,Family-friendly private room,3900945,Emily And Carl,,Jamaica Plain,42.30571,-71.10567,Private room,100,1,1,06/24/2016,0.03,2,0
9362821,Welcome Home,48584100,Marcia,,Roxbury,42.33777,-71.0809,Private room,83,1,367,05/14/2019,8.59,1,206
9367059,Perfect Location! Cheap price - NO FURNITURE,1488999,Krystle,,Fenway,42.34655,-71.09291,Entire home/apt,229,2,8,08/28/2016,0.21,1,0
9380145,Cozy oasis in Roslindale,7728809,John & Emily,,Roslindale,42.28141,-71.13332,Entire home/apt,85,7,1,03/24/2017,0.04,1,316
9382898,"Private Bed and Bathroom,parking, close to airport",48677395,Andrew,,East Boston,42.37914,-71.03956,Private room,70,1,225,05/04/2019,5.62,1,269
9386847,Beacon Hill Classic Downtown Boston,27446821,Jean-Pierre,,Beacon Hill,42.35935,-71.06437,Entire home/apt,220,1,0,,,1,0
9393163,Charming Bedroom in Kenmore,47487818,Kayla,,Fenway,42.35076,-71.09526,Private room,90,2,1,03/17/2016,0.03,1,0
9404451,Newly Renovated Sunny Penthouse!,19622559,Kaitlyn,,Charlestown,42.37645,-71.06508,Entire home/apt,190,2,0,,,1,0
9407895,Shared Apartment on Smith Street,41317613,Shreyas,,Mission Hill,42.3338,-71.09617,Shared room,28,3,11,08/22/2016,0.27,1,0
9410831,10 Minutes southwest of Boston,48796146,Ryan,,Brighton,42.3534,-71.16645,Private room,55,1,0,,,1,0
9414160,"Beautiful Beacon Hill, Private Room",48812105,Jordan,,Beacon Hill,42.3595,-71.06852,Private room,120,1,4,09/24/2017,0.19,1,0
9425902,Beautiful North End 1BR Apartment,5717433,Camille,,North End,42.36652,-71.05213,Entire home/apt,215,3,21,08/19/2018,0.53,1,0
9430774,Modern Industrial Styled Loft,46153497,Rania,,South End,42.34346,-71.0642,Entire home/apt,100,1,1,12/01/2015,0.02,1,0
9445192,Cozy Room in Brookline Apartment,48948403,Tate,,Allston,42.34799,-71.13939,Private room,60,1,2,11/23/2015,0.05,1,0
9448243,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34585,-71.08827,Entire home/apt,289,3,32,03/29/2018,0.75,14,0
9452993,Quiet Room at The Heart of Boston,14980513,Yair,,Fenway,42.34571,-71.08952,Private room,60,3,24,01/12/2019,0.62,3,0
9459945,Private Room in a spacious condo!,18589253,Will,,Jamaica Plain,42.32344,-71.11398,Private room,69,3,8,08/11/2018,0.19,2,151
9463444,"Cozy, bohemian Jamaica Plain studio",48936696,Sarah,,Jamaica Plain,42.30918,-71.11049,Entire home/apt,109,1,36,10/22/2018,0.98,1,0
9473816,Back Bay apartment,16154941,Kayla,,Back Bay,42.35192,-71.07941,Entire home/apt,159,5,2,07/31/2016,0.06,1,0
9485607,Cozy sun-filled home w/antique library & character,1498417,Chad,,Jamaica Plain,42.31923,-71.10502,Entire home/apt,185,3,123,05/13/2019,2.98,1,264
9493951,Double Room in Beautiful Home!,15583990,Natalia,,Dorchester,42.28905,-71.06321,Private room,75,1,147,05/06/2019,3.52,6,290
9494098,Top Floor for Your Stay!,15583990,Natalia,,Dorchester,42.29034,-71.0632,Private room,99,1,24,11/27/2018,0.62,6,305
9494212,Spacious Bedroom in Cozy Home!,15583990,Natalia,,Dorchester,42.28924,-71.06152,Private room,64,1,175,05/09/2019,4.13,6,299
9494511,Cozy Room in Large Home!,15583990,Natalia,,Dorchester,42.28881,-71.06141,Private room,59,1,167,05/12/2019,3.93,6,290
9494772,Artsy Luxury Room next to MIT,28749942,Renata,,West End,42.3625,-71.07071,Private room,99,1,141,05/15/2019,3.32,11,65
9507164,WB Quarters™ by STRB|Polished Cozy in Southie,814298,Brent,,South Boston,42.34332,-71.05738,Private room,144,2,5,03/31/2019,0.14,89,0
9508975,South End Charm,21737209,Andrea,,South End,42.33865,-71.07059,Entire home/apt,300,2,1,06/05/2016,0.03,1,0
9531326,"Sunny, Clean & Cute 1BD Near Aiport",1229497,Laura,,East Boston,42.38983,-71.00519,Entire home/apt,72,4,0,,,1,0
9532771,Tranquil room in great spot!,49365462,Andrea,,Jamaica Plain,42.32324,-71.11357,Private room,80,1,0,,,1,0
9541295,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34622,-71.08846,Entire home/apt,289,4,33,05/03/2019,0.82,14,74
9541357,Kendall Square 2 Bedroom Apartment!,15790379,Isa,,West End,42.36244,-71.06885,Entire home/apt,149,1,29,11/15/2018,0.7,6,180
9541666,Very good location,40888395,Tarek,,Allston,42.34951,-71.13427,Entire home/apt,150,2,1,01/05/2016,0.02,1,0
9549850,Welcome to cozy groundfloor 2rm apt,49453306,Gail,,Jamaica Plain,42.32081,-71.1073,Entire home/apt,95,2,99,05/14/2019,2.44,1,81
9570618,"Private rm+brm+parking,$100/120",49546656,Oliver,,Allston,42.3593,-71.13409,Private room,120,2,62,05/01/2019,1.48,1,45
9591772,"Jamaica Plain condo, great location",29925050,Tanya,,Jamaica Plain,42.32002,-71.1046,Entire home/apt,110,4,1,01/15/2016,0.02,1,0
9593141,Private Room - Conveniently Located to Harvard Sq,49651994,Mark,,Allston,42.36057,-71.12915,Private room,70,1,63,04/28/2019,4.49,1,1
9596153,Beacon Hill Charmer,45167058,Weston,,Beacon Hill,42.35805,-71.07133,Entire home/apt,159,3,0,,,1,0
9614024,Beautiful Studio Apt- Symphony area,15730792,Elif,,Roxbury,42.34022,-71.08298,Entire home/apt,94,2,8,08/14/2016,0.23,1,0
9615932,Luxury&Sunny Apt inSecure Building,36388924,Marina,,Allston,42.35047,-71.14103,Private room,100,1,0,,,1,0
9616816,Stunning triplex loft style condo - Quiet building,10778805,Paul,,Roxbury,42.33361,-71.07907,Entire home/apt,295,30,0,,,2,364
9626428,South Boston Condo,49715393,Sarah,,South Boston,42.33203,-71.03764,Entire home/apt,300,3,4,12/21/2016,0.12,1,0
9652961,Cozy 1 Bedroom Apt in Heart of Fenway,7829762,Alex,,Fenway,42.34367,-71.09694,Entire home/apt,100,2,1,06/19/2016,0.03,1,0
9677207,Beautiful Brownstone near Copley Sq,157679,Sara,,Back Bay,42.35265,-71.07565,Entire home/apt,150,2,4,06/13/2016,0.1,1,0
9685076,Comfortable Room with AirBed,16186589,Marie,,Dorchester,42.30327,-71.07204,Private room,35,30,11,04/30/2018,0.3,25,325
9685085,Amazing Private Bedroom with AirBed Near T!,16186589,Marie,,Dorchester,42.28851,-71.06963,Private room,38,30,11,04/20/2019,0.3,25,252
9685102,Spacious room in two-room condo in Boston MA,815156,Max,,Brighton,42.33589,-71.14895,Private room,39,1,176,05/03/2019,4.32,1,338
9709597,Marriott Custom House - Marathon Wk,49420203,Patrick,,Downtown,42.35878,-71.0524,Private room,400,4,3,04/17/2019,0.08,1,138
9731479,Penthouse South End with roof deck,19013294,Yoshika,,South End,42.34568,-71.06943,Entire home/apt,195,2,135,05/15/2019,3.39,1,164
9750460,Beautiful 2 Bedroom North End Apt,4590803,Tim,,North End,42.36296,-71.05608,Entire home/apt,275,2,39,11/18/2018,1.05,1,0
9751520,1 BR Apt Close to Airport/Train,50297998,Tyler,,East Boston,42.36583,-71.03529,Entire home/apt,70,5,2,01/14/2016,0.05,1,0
9755993,Beacon Hill Studio,50314416,Julie,,Beacon Hill,42.35937,-71.07116,Entire home/apt,100,2,7,01/01/2017,0.17,1,0
9757412,South End Gem,50318988,Cynthia,,South End,42.33676,-71.07576,Private room,42,4,38,12/12/2018,0.91,1,0
9770560,Downtown Boston Studio 12ftceilings,5380487,Raffi,,Downtown,42.35271,-71.06338,Entire home/apt,225,1,0,,,1,0
9796309,"Marriott Custom House, Boston, MA",9671845,Larry,,Downtown,42.35858,-71.0527,Private room,100,1,0,,,1,0
9813223,Loaded studio steps to green line T & bus: ALLSTON,25279966,Vj,,Allston,42.35105,-71.13384,Entire home/apt,79,90,83,08/29/2018,1.98,2,164
9821291,BEST DEAL- 1 Bd in South End,24171028,Tiffany,,South End,42.33685,-71.07306,Entire home/apt,130,1,0,,,1,0
9822600,Quintessential Boston Charmer,826833,Lauren,,Charlestown,42.37295,-71.06251,Entire home/apt,275,3,0,,,1,0
9824155,"Cozy 1 Bed, Longwood Medical, Steps frm Transit!",50599963,Marcus,,Mission Hill,42.33,-71.1122,Private room,80,1,53,09/28/2018,1.37,1,347
